delivery_id,order_id,rider_id,delivery_status,delivery_time
2313,16383,10,Delivered,06:31:00
2314,18166,22,Failed,08:39:00
2315,15768,30,Delivered,14:40:00
2316,15810,21,Delivered,20:41:00
2317,14627,23,Delivered,12:52:00
2318,10863,12,Delivered,15:04:00
2319,12095,25,In Transit,09:20:00
2320,10948,20,Delivered,16:12:00
2321,15642,7,Failed,21:28:00
2322,11445,29,Delivered,14:26:00
2323,11281,29,Delivered,06:30:00
2324,13111,13,Delivered,15:12:00
2325,18953,3,Delivered,23:12:00
2326,17610,2,Delivered,21:30:00
2327,15136,16,Delivered,18:11:00
2328,13017,30,Delivered,21:44:00
2329,12303,6,Delivered,01:09:00
2330,12005,7,Delivered,10:00:00
2331,14581,5,Delivered,09:56:00
2332,18705,7,Delivered,22:37:00
2333,11006,34,In Transit,13:20:00
2334,15139,32,Delivered,21:52:00
2335,14318,13,Delivered,13:49:00
2336,16559,30,Delivered,18:58:00
2337,14388,25,Delivered,19:40:00
2338,12133,21,Delivered,16:45:00
2339,14266,21,In Transit,19:33:00
2340,12058,28,Delivered,16:12:00
2341,15387,20,Delivered,01:47:00
2342,10230,34,Delivered,00:06:00
2343,12890,5,Delivered,19:16:00
2344,14473,18,Delivered,00:07:00
2345,16065,11,In Transit,04:11:00
2346,17925,17,Delivered,08:52:00
2347,17650,22,Failed,20:43:00
2348,18382,20,Delivered,18:26:00
2349,10210,6,Delivered,05:04:00
2350,12759,34,Delivered,22:20:00
2351,18472,14,Delivered,15:23:00
2352,12949,23,Failed,03:30:00
2353,17117,20,Delivered,01:22:00
2354,16331,13,In Transit,07:15:00
2355,11729,32,Delivered,06:45:00
2356,14177,26,Delivered,10:41:00
2357,10338,14,In Transit,22:59:00
2358,14985,8,Delivered,18:25:00
2359,16879,22,In Transit,02:57:00
2360,17249,22,Delivered,02:30:00
2361,18453,16,In Transit,01:44:00
2362,11227,27,Delivered,08:15:00
2363,17609,10,Delivered,08:34:00
2364,16828,25,Delivered,05:19:00
2365,13541,31,Delivered,07:52:00
2366,15869,21,Delivered,21:08:00
2367,12112,27,Delivered,18:16:00
2368,12692,17,Delivered,02:45:00
2369,17154,33,Delivered,11:49:00
2370,13708,31,Delivered,14:30:00
2371,11018,26,Delivered,05:16:00
2372,18512,21,Delivered,12:04:00
2373,12808,1,Delivered,04:07:00
2374,15016,4,Delivered,21:51:00
2375,11929,4,Delivered,11:45:00
2376,10351,26,Delivered,01:45:00
2377,15174,4,In Transit,11:53:00
2378,14193,9,Delivered,08:16:00
2379,11935,30,Delivered,15:52:00
2380,16902,4,Delivered,03:32:00
2381,14824,5,Delivered,05:41:00
2382,10565,23,In Transit,06:11:00
2383,11583,16,In Transit,23:47:00
2384,14695,22,Delivered,12:52:00
2385,12176,8,Delivered,03:53:00
2386,17029,33,Delivered,22:21:00
2387,14881,16,Delivered,18:08:00
2388,12229,5,In Transit,17:53:00
2389,11116,16,Delivered,11:54:00
2390,13127,7,Delivered,05:49:00
2391,13545,1,Delivered,02:07:00
2392,15049,9,Delivered,12:03:00
2393,17477,18,Delivered,02:05:00
2394,10822,3,In Transit,17:19:00
2395,16533,24,Delivered,02:22:00
2396,12273,28,In Transit,09:54:00
2397,15546,10,Delivered,20:11:00
2398,10082,9,Delivered,00:23:00
2399,11324,13,Delivered,10:41:00
2400,19406,23,Delivered,22:56:00
2401,11615,17,In Transit,20:22:00
2402,10832,7,Delivered,15:06:00
2403,13884,16,Delivered,03:16:00
2404,18642,20,Delivered,22:34:00
2405,14465,24,Delivered,14:17:00
2406,15340,5,Delivered,13:56:00
2407,18067,6,Delivered,23:06:00
2408,11650,28,Delivered,02:37:00
2409,14066,5,Delivered,18:26:00
2410,19666,2,Delivered,13:32:00
2411,13039,21,Delivered,14:15:00
2412,13321,18,Delivered,19:01:00
2413,17144,12,Delivered,23:57:00
2414,16890,17,Delivered,18:38:00
2415,15093,15,Delivered,15:53:00
2416,13721,7,Delivered,14:19:00
2417,12424,14,Delivered,11:53:00
2418,10750,1,Delivered,07:33:00
2419,15272,3,Delivered,21:27:00
2420,12374,31,Delivered,13:47:00
2421,14694,13,Delivered,00:05:00
2422,19880,18,Delivered,22:56:00
2423,18371,17,In Transit,22:01:00
2424,17320,17,Delivered,20:49:00
2425,14369,11,In Transit,02:06:00
2426,16786,20,Delivered,05:26:00
2427,17402,10,Delivered,14:33:00
2428,11140,29,Delivered,09:43:00
2429,17632,34,Delivered,16:42:00
2430,12232,17,Delivered,19:21:00
2431,12165,13,Delivered,10:44:00
2432,15218,27,In Transit,14:42:00
2433,19445,26,Delivered,07:11:00
2434,19238,28,In Transit,09:03:00
2435,14562,13,Delivered,16:32:00
2436,11571,12,Delivered,12:19:00
2437,10173,28,Delivered,07:11:00
2438,17164,2,Delivered,18:18:00
2439,12088,34,Delivered,05:28:00
2440,14668,23,In Transit,16:53:00
2441,14566,29,Delivered,14:33:00
2442,17090,11,Delivered,17:25:00
2443,16570,33,Delivered,07:53:00
2444,14784,11,Delivered,12:02:00
2445,12685,9,Delivered,01:45:00
2446,11833,14,Delivered,20:24:00
2447,18547,9,Delivered,22:04:00
2448,15066,3,Delivered,22:30:00
2449,19131,29,Delivered,20:46:00
2450,19356,19,Delivered,03:25:00
2451,14413,32,Delivered,02:41:00
2452,17208,7,Delivered,11:39:00
2453,19891,28,Delivered,12:49:00
2454,10835,18,Failed,14:05:00
2455,16822,5,In Transit,22:38:00
2456,13782,23,Delivered,21:12:00
2457,19013,22,Failed,08:39:00
2458,17500,26,Delivered,18:28:00
2459,13425,12,Delivered,15:43:00
2460,10066,19,Delivered,15:58:00
2461,12964,1,In Transit,14:44:00
2462,15670,3,Delivered,01:21:00
2463,18963,27,In Transit,16:32:00
2464,10355,18,In Transit,22:38:00
2465,18172,30,Delivered,08:33:00
2466,14031,2,Delivered,23:05:00
2467,18535,5,Delivered,16:27:00
2468,13652,29,Delivered,11:04:00
2469,16740,33,Delivered,13:43:00
2470,13298,20,Delivered,18:50:00
2471,14128,30,Delivered,13:43:00
2472,18044,5,Delivered,08:58:00
2473,14768,21,Delivered,18:54:00
2474,10473,15,Delivered,14:30:00
2475,13762,20,Delivered,17:27:00
2476,18618,8,Delivered,14:27:00
2477,13567,31,Delivered,10:24:00
2478,12761,12,In Transit,16:16:00
2479,10869,21,Delivered,08:50:00
2480,19383,30,Delivered,12:48:00
2481,18689,27,In Transit,13:55:00
2482,14053,26,Delivered,05:41:00
2483,16131,33,Delivered,09:23:00
2484,13245,26,Delivered,05:54:00
2485,14843,26,In Transit,08:31:00
2486,19331,1,In Transit,18:04:00
2487,15641,15,Delivered,06:37:00
2488,15781,1,Delivered,08:11:00
2489,18541,11,In Transit,06:35:00
2490,11076,2,Delivered,13:01:00
2491,12958,1,Delivered,05:15:00
2492,16753,31,Delivered,16:03:00
2493,18658,16,Delivered,11:37:00
2494,17273,22,Delivered,02:01:00
2495,14760,18,Delivered,01:14:00
2496,14863,17,Delivered,06:25:00
2497,17026,30,Delivered,18:11:00
2498,17648,10,Delivered,09:41:00
2499,17162,21,Delivered,23:41:00
2500,10074,16,Delivered,00:50:00
2501,14902,6,Delivered,18:59:00
2502,14376,3,In Transit,01:12:00
2503,16699,21,Delivered,12:50:00
2504,19806,13,Delivered,01:37:00
2505,11102,18,Delivered,17:52:00
2506,19538,24,Delivered,00:12:00
2507,17656,27,Delivered,08:52:00
2508,15236,4,Delivered,10:45:00
2509,15166,22,Delivered,04:37:00
2510,10119,24,Failed,14:02:00
2511,12023,10,Delivered,11:32:00
2512,19886,2,Delivered,20:29:00
2513,12639,6,Delivered,22:32:00
2514,12035,18,Delivered,10:51:00
2515,12565,17,Delivered,16:15:00
2516,18666,23,Delivered,05:30:00
2517,13544,30,Delivered,18:22:00
2518,11220,21,Delivered,01:02:00
2519,19715,10,Delivered,11:04:00
2520,16712,13,Delivered,11:45:00
2521,12904,12,In Transit,05:12:00
2522,13027,9,Delivered,16:02:00
2523,12511,4,Delivered,15:14:00
2524,14202,24,Delivered,18:02:00
2525,13208,34,Failed,20:00:00
2526,14490,5,In Transit,12:29:00
2527,12756,15,Delivered,18:17:00
2528,18890,4,In Transit,10:53:00
2529,10178,8,Delivered,04:36:00
2530,11644,24,Failed,09:24:00
2531,19293,28,Delivered,07:15:00
2532,13519,27,Delivered,22:19:00
2533,11375,1,Delivered,10:40:00
2534,11721,34,Delivered,21:50:00
2535,13996,17,Delivered,12:55:00
2536,13689,26,Delivered,22:58:00
2537,12265,24,Delivered,21:17:00
2538,10088,21,Delivered,19:03:00
2539,12849,30,Delivered,00:41:00
2540,18688,13,In Transit,01:38:00
2541,10404,3,In Transit,23:49:00
2542,19901,32,Failed,20:53:00
2543,14078,19,Delivered,06:54:00
2544,16836,14,Delivered,22:55:00
2545,16538,22,Delivered,01:04:00
2546,12457,17,Delivered,12:00:00
2547,12752,4,Delivered,04:15:00
2548,12215,19,Delivered,22:43:00
2549,11028,2,In Transit,03:06:00
2550,19704,15,Delivered,00:22:00
2551,11422,2,In Transit,16:24:00
2552,12437,11,Delivered,22:08:00
2553,14278,23,Delivered,20:53:00
2554,19610,10,Delivered,12:37:00
2555,11279,3,Delivered,18:47:00
2556,16221,5,Failed,23:46:00
2557,14908,3,Delivered,02:26:00
2558,15065,13,Delivered,00:18:00
2559,11979,19,Delivered,11:24:00
2560,11062,24,Delivered,17:23:00
2561,15015,24,Delivered,01:42:00
2562,14536,17,Delivered,02:57:00
2563,16994,10,Delivered,17:17:00
2564,19254,2,Delivered,13:25:00
2565,11503,23,Delivered,16:02:00
2566,18569,6,In Transit,03:23:00
2567,19315,2,Delivered,23:29:00
2568,18837,21,Delivered,19:23:00
2569,18921,29,Delivered,15:16:00
2570,14919,7,Delivered,16:16:00
2571,10679,29,Delivered,15:42:00
2572,15077,23,Delivered,11:16:00
2573,18065,33,In Transit,18:47:00
2574,17569,8,Delivered,05:29:00
2575,10103,12,Delivered,17:40:00
2576,10958,10,Delivered,18:08:00
2577,18557,15,Delivered,03:31:00
2578,13786,24,Delivered,02:59:00
2579,19631,26,Delivered,13:29:00
2580,17174,3,Delivered,09:14:00
2581,14044,2,Delivered,14:46:00
2582,12649,6,In Transit,21:29:00
2583,16001,21,Delivered,17:57:00
2584,17928,9,In Transit,08:00:00
2585,12827,10,Failed,15:06:00
2586,14095,3,In Transit,10:03:00
2587,17775,24,Delivered,03:39:00
2588,19259,22,In Transit,01:01:00
2589,18114,14,Delivered,22:03:00
2590,14773,27,Delivered,05:05:00
2591,11948,33,Delivered,07:13:00
2592,16110,22,Delivered,06:11:00
2593,12300,29,Failed,03:09:00
2594,17845,19,Delivered,21:47:00
2595,14383,19,Delivered,06:06:00
2596,15426,6,Delivered,20:46:00
2597,16772,19,Failed,09:07:00
2598,18579,13,Delivered,07:31:00
2599,14292,26,Delivered,20:51:00
2600,10529,22,Delivered,15:10:00
2601,11234,21,Delivered,19:38:00
2602,10780,2,Delivered,08:52:00
2603,15860,30,Delivered,13:28:00
2604,13060,27,In Transit,06:49:00
2605,18588,7,Delivered,06:00:00
2606,11861,20,Delivered,00:30:00
2607,18439,31,Delivered,23:42:00
2608,17404,23,Failed,20:02:00
2609,14640,13,Failed,16:28:00
2610,14251,17,Delivered,16:10:00
2611,11993,4,Failed,05:11:00
2612,17380,14,Delivered,19:57:00
2613,17306,20,Delivered,07:21:00
2614,15304,13,Delivered,08:24:00
2615,18193,3,Delivered,10:31:00
2616,17448,26,Delivered,11:01:00
2617,12472,26,Delivered,05:26:00
2618,17198,18,In Transit,04:00:00
2619,15313,32,Delivered,09:19:00
2620,19036,14,Delivered,03:08:00
2621,11397,3,Delivered,02:15:00
2622,14003,1,Delivered,14:39:00
2623,15372,26,Failed,20:18:00
2624,13236,24,Delivered,08:31:00
2625,11043,14,Failed,20:47:00
2626,13299,3,Delivered,11:28:00
2627,17257,13,Delivered,16:13:00
2628,10258,14,Delivered,10:39:00
2629,17287,21,Delivered,02:58:00
2630,18617,26,Delivered,23:56:00
2631,17817,3,Delivered,20:08:00
2632,15844,4,Delivered,05:40:00
2633,12090,1,Delivered,17:19:00
2634,17703,33,Delivered,06:47:00
2635,10504,7,Delivered,14:48:00
2636,15266,11,Delivered,09:12:00
2637,18815,27,Delivered,03:17:00
2638,11346,14,Delivered,09:21:00
2639,18456,22,Delivered,16:46:00
2640,15047,16,In Transit,14:15:00
2641,12249,12,In Transit,00:33:00
2642,14982,10,Delivered,20:41:00
2643,10373,24,Delivered,01:08:00
2644,18455,18,Delivered,10:00:00
2645,13371,22,Delivered,04:21:00
2646,12007,9,Failed,11:50:00
2647,13657,17,Failed,23:56:00
2648,18328,13,In Transit,09:43:00
2649,17522,6,Delivered,18:01:00
2650,14002,21,Failed,08:11:00
2651,16073,7,Delivered,22:38:00
2652,18737,25,In Transit,19:30:00
2653,10998,11,Delivered,14:15:00
2654,18180,14,Delivered,16:41:00
2655,13291,29,Delivered,22:09:00
2656,11177,10,Delivered,23:16:00
2657,10552,5,Delivered,23:02:00
2658,10745,8,In Transit,04:50:00
2659,17224,5,Delivered,00:33:00
2660,14555,24,Delivered,22:21:00
2661,12860,26,Delivered,17:19:00
2662,18821,6,Delivered,22:05:00
2663,13460,16,Failed,12:21:00
2664,12725,12,Delivered,07:35:00
2665,16848,11,Delivered,18:33:00
2666,17616,3,In Transit,02:47:00
2667,17548,6,In Transit,19:21:00
2668,19175,19,Delivered,23:06:00
2669,16394,18,Delivered,15:55:00
2670,15359,16,Delivered,13:56:00
2671,19489,23,Delivered,08:07:00
2672,12969,9,Delivered,04:42:00
2673,10694,3,Failed,20:13:00
2674,12534,8,Delivered,09:52:00
2675,16400,4,Delivered,05:17:00
2676,10983,12,Delivered,18:25:00
2677,15365,31,Delivered,22:49:00
2678,10080,25,In Transit,17:29:00
2679,14054,16,Delivered,18:47:00
2680,16259,14,Delivered,09:07:00
2681,19577,13,Delivered,14:42:00
2682,19026,7,Delivered,20:21:00
2683,13108,12,Failed,02:22:00
2684,13602,4,Delivered,20:58:00
2685,16074,2,Delivered,06:44:00
2686,18127,3,Delivered,07:38:00
2687,12143,4,Delivered,20:53:00
2688,16311,12,Delivered,06:55:00
2689,12269,19,Delivered,03:14:00
2690,10446,10,In Transit,23:17:00
2691,14884,1,Delivered,13:22:00
2692,14467,17,Delivered,21:16:00
2693,19027,16,Failed,20:35:00
2694,16633,9,In Transit,09:38:00
2695,13317,9,In Transit,18:26:00
2696,11702,9,Failed,08:55:00
2697,12527,12,Delivered,00:31:00
2698,10069,15,Delivered,02:21:00
2699,11169,2,Delivered,23:53:00
2700,10049,11,Delivered,04:06:00
2701,11054,11,In Transit,18:46:00
2702,14030,8,Delivered,16:35:00
2703,10881,32,Delivered,00:09:00
2704,12652,6,Failed,04:40:00
2705,17760,20,Delivered,10:05:00
2706,12440,8,Delivered,05:00:00
2707,14925,34,Delivered,19:33:00
2708,11468,19,Delivered,16:24:00
2709,17293,7,Delivered,19:21:00
2710,15036,31,In Transit,15:05:00
2711,12442,18,Delivered,21:29:00
2712,16555,14,In Transit,16:23:00
2713,10231,17,Delivered,16:31:00
2714,11321,9,Delivered,00:25:00
2715,10042,20,Delivered,12:01:00
2716,10778,28,Delivered,14:01:00
2717,18951,20,Failed,21:44:00
2718,18405,27,Delivered,14:18:00
2719,11730,8,Failed,19:47:00
2720,13911,32,Failed,16:00:00
2721,10580,1,Failed,06:04:00
2722,19942,17,Delivered,05:04:00
2723,15840,9,Failed,05:06:00
2724,18272,20,Delivered,21:20:00
2725,17276,32,Delivered,20:55:00
2726,11492,2,Delivered,21:52:00
2727,19110,32,In Transit,03:20:00
2728,15611,9,Delivered,17:36:00
2729,10062,30,Delivered,12:14:00
2730,15472,20,Delivered,13:12:00
2731,13906,1,Delivered,03:23:00
2732,16532,5,Delivered,02:50:00
2733,10403,1,In Transit,13:23:00
2734,10333,14,Delivered,08:12:00
2735,12085,9,In Transit,08:14:00
2736,19558,30,Delivered,09:49:00
2737,10165,24,Failed,10:11:00
2738,14380,4,Delivered,21:59:00
2739,12716,14,Delivered,13:31:00
2740,18924,25,Delivered,22:17:00
2741,17347,4,Delivered,23:44:00
2742,15454,25,In Transit,04:39:00
2743,17047,10,Delivered,06:52:00
2744,11335,7,In Transit,13:48:00
2745,18699,13,Delivered,17:20:00
2746,11660,4,Delivered,14:56:00
2747,13579,14,Delivered,16:36:00
2748,10754,18,Delivered,08:12:00
2749,16585,8,Delivered,06:33:00
2750,10707,32,Delivered,23:21:00
2751,13015,27,Failed,03:06:00
2752,18559,23,Delivered,09:57:00
2753,19876,7,Delivered,02:15:00
2754,19583,12,Delivered,03:19:00
2755,18929,25,Delivered,18:18:00
2756,19557,3,In Transit,13:11:00
2757,18984,26,In Transit,14:52:00
2758,11835,4,Delivered,08:24:00
2759,12997,15,In Transit,03:14:00
2760,15428,32,Delivered,01:05:00
2761,13880,29,Delivered,01:13:00
2762,17157,10,Delivered,10:20:00
2763,15082,21,In Transit,20:33:00
2764,19115,16,Delivered,07:28:00
2765,17245,19,Delivered,10:15:00
2766,15401,29,Delivered,13:46:00
2767,15396,18,Delivered,11:39:00
2768,19428,16,Failed,17:28:00
2769,12247,1,Delivered,15:49:00
2770,10836,2,Delivered,13:46:00
2771,18395,15,Delivered,12:48:00
2772,19043,28,Delivered,14:35:00
2773,10433,1,Delivered,11:14:00
2774,13379,5,Delivered,01:40:00
2775,16818,22,Delivered,07:43:00
2776,18132,13,Delivered,20:38:00
2777,19622,1,Delivered,13:20:00
2778,16067,16,Delivered,01:43:00
2779,11194,22,Delivered,21:59:00
2780,16935,32,Delivered,12:55:00
2781,15462,16,Delivered,14:34:00
2782,13072,15,Delivered,16:06:00
2783,13045,12,Delivered,11:40:00
2784,13264,1,In Transit,19:30:00
2785,12730,17,Delivered,19:21:00
2786,13434,28,In Transit,01:55:00
2787,10434,7,In Transit,05:39:00
2788,13273,9,Delivered,15:55:00
2789,17002,22,Delivered,22:03:00
2790,19727,26,Delivered,15:00:00
2791,10105,12,Delivered,00:00:00
2792,13316,7,In Transit,19:48:00
2793,11657,15,Delivered,02:09:00
2794,11534,21,Delivered,23:08:00
2795,14681,14,Delivered,09:19:00
2796,18814,2,Failed,18:27:00
2797,19003,8,Delivered,20:15:00
2798,16623,6,Delivered,06:17:00
2799,11444,33,Delivered,19:29:00
2800,10215,6,Delivered,09:15:00
2801,15357,26,Delivered,01:25:00
2802,19219,14,Delivered,10:19:00
2803,16323,8,Delivered,20:24:00
2804,14990,13,Delivered,04:49:00
2805,11420,13,Delivered,06:50:00
2806,19517,28,Delivered,14:31:00
2807,18607,18,Delivered,15:45:00
2808,10182,19,Delivered,16:17:00
2809,14353,32,Delivered,23:36:00
2810,18701,22,Delivered,11:35:00
2811,12447,2,Delivered,19:06:00
2812,15322,13,Delivered,13:12:00
2813,18046,23,Delivered,19:51:00
2814,15685,25,Delivered,21:44:00
2815,13533,28,Delivered,16:30:00
2816,18245,11,Delivered,09:56:00
2817,17977,33,Delivered,08:05:00
2818,13699,24,Delivered,10:46:00
2819,10071,2,In Transit,14:07:00
2820,10545,30,Delivered,02:06:00
2821,11205,17,Delivered,21:40:00
2822,13079,34,In Transit,17:40:00
2823,19107,22,Delivered,05:48:00
2824,19121,5,In Transit,21:42:00
2825,19681,16,Delivered,09:36:00
2826,16181,13,Delivered,11:34:00
2827,18330,26,Delivered,04:38:00
2828,14285,31,Delivered,23:16:00
2829,14008,23,Delivered,10:45:00
2830,18714,12,Delivered,19:55:00
2831,10878,14,Delivered,07:04:00
2832,18061,18,In Transit,10:29:00
2833,10197,27,Delivered,19:02:00
2834,19747,28,Delivered,13:48:00
2835,14011,18,Delivered,19:33:00
2836,19963,16,Delivered,22:27:00
2837,12572,16,Delivered,16:30:00
2838,13754,13,Delivered,15:03:00
2839,19248,29,Delivered,01:28:00
2840,18629,9,Delivered,06:21:00
2841,19369,26,In Transit,07:13:00
2842,16160,28,Delivered,01:57:00
2843,14792,13,Delivered,02:44:00
2844,15338,9,Delivered,15:39:00
2845,13025,14,Delivered,05:36:00
2846,12719,12,Delivered,21:54:00
2847,18656,32,Delivered,14:08:00
2848,16917,3,In Transit,05:48:00
2849,13985,16,Delivered,13:15:00
2850,17309,20,Delivered,07:37:00
2851,15954,32,Delivered,17:48:00
2852,13845,23,Delivered,08:20:00
2853,12683,17,Delivered,06:22:00
2854,14025,16,Delivered,17:40:00
2855,18716,8,Delivered,06:18:00
2856,13140,19,Delivered,19:25:00
2857,14238,30,Delivered,07:11:00
2858,10219,34,Delivered,02:49:00
2859,16619,14,Delivered,02:31:00
2860,19607,22,Delivered,11:23:00
2861,15269,17,Delivered,23:13:00
2862,12544,15,Delivered,15:34:00
2863,12871,32,Delivered,21:40:00
2864,11245,13,Delivered,02:08:00
2865,10421,21,Delivered,00:17:00
2866,16228,33,In Transit,06:09:00
2867,12059,27,Delivered,02:43:00
2868,18494,16,In Transit,22:08:00
2869,16435,28,Delivered,10:17:00
2870,13423,34,Delivered,19:32:00
2871,14511,1,Delivered,05:27:00
2872,11167,31,Delivered,14:52:00
2873,10255,33,Failed,07:22:00
2874,10416,33,Delivered,14:38:00
2875,19176,18,Delivered,05:27:00
2876,13470,23,Delivered,09:34:00
2877,13051,23,Delivered,03:09:00
2878,10760,15,Delivered,23:10:00
2879,11386,26,Delivered,22:45:00
2880,10655,30,Delivered,14:19:00
2881,11202,25,In Transit,07:29:00
2882,12414,16,Delivered,23:49:00
2883,15580,14,Delivered,23:59:00
2884,15994,17,Delivered,14:31:00
2885,15295,12,Failed,10:16:00
2886,13056,29,Delivered,00:04:00
2887,12831,32,Delivered,09:01:00
2888,12971,24,Failed,06:06:00
2889,10329,13,Delivered,16:20:00
2890,14271,20,Delivered,10:03:00
2891,15995,15,Delivered,19:04:00
2892,14393,4,In Transit,15:42:00
2893,12064,34,Failed,06:15:00
2894,18302,28,In Transit,20:12:00
2895,19014,2,Delivered,08:45:00
2896,19330,30,Delivered,10:04:00
2897,15170,26,Delivered,12:52:00
2898,14430,26,In Transit,22:58:00
2899,11282,20,In Transit,08:26:00
2900,13382,28,Delivered,03:17:00
2901,12637,20,Delivered,08:00:00
2902,13329,11,Delivered,01:29:00
2903,16437,10,Delivered,09:16:00
2904,15019,23,Delivered,08:24:00
2905,17325,19,Delivered,17:47:00
2906,13796,18,Delivered,19:59:00
2907,12664,27,Delivered,18:36:00
2908,18283,6,In Transit,20:21:00
2909,11283,10,In Transit,02:44:00
2910,14149,2,Failed,11:35:00
2911,11363,24,Delivered,05:47:00
2912,11438,28,Delivered,12:37:00
2913,19629,28,Delivered,07:04:00
2914,13442,2,Failed,22:35:00
2915,10057,5,Delivered,08:58:00
2916,14598,11,Delivered,22:44:00
2917,18480,10,Delivered,05:35:00
2918,15366,2,In Transit,02:17:00
2919,11845,15,Delivered,02:25:00
2920,15516,7,Delivered,07:16:00
2921,18574,20,Delivered,21:05:00
2922,16264,34,In Transit,08:35:00
2923,12881,34,Delivered,23:48:00
2924,11744,22,Delivered,06:50:00
2925,18399,31,Delivered,08:52:00
2926,14170,23,Delivered,03:30:00
2927,15198,19,Delivered,07:12:00
2928,18994,4,Delivered,23:08:00
2929,10741,24,Delivered,14:48:00
2930,19067,20,In Transit,19:54:00
2931,11625,28,Delivered,08:57:00
2932,10525,17,Delivered,03:50:00
2933,18000,19,Delivered,23:59:00
2934,14420,32,Delivered,01:44:00
2935,15427,30,In Transit,11:53:00
2936,16690,17,Delivered,14:44:00
2937,17383,29,Delivered,08:59:00
2938,10436,6,Delivered,08:17:00
2939,12961,17,Delivered,16:03:00
2940,10309,17,Delivered,18:20:00
2941,11566,14,Delivered,01:09:00
2942,12632,24,In Transit,02:24:00
2943,15598,32,Delivered,23:10:00
2944,19478,14,Delivered,15:09:00
2945,10402,27,Delivered,04:29:00
2946,13827,19,Failed,11:22:00
2947,10882,31,Delivered,17:12:00
2948,13998,9,Delivered,03:58:00
2949,17119,17,Delivered,23:45:00
2950,13266,19,In Transit,09:01:00
2951,18407,4,Delivered,09:32:00
2952,15010,11,Delivered,00:56:00
2953,15737,22,Delivered,13:31:00
2954,15555,4,In Transit,05:30:00
2955,10289,17,Delivered,17:11:00
2956,15565,8,In Transit,23:48:00
2957,18325,34,Delivered,02:12:00
2958,12624,11,Delivered,14:08:00
2959,18860,31,Delivered,19:21:00
2960,10477,11,Delivered,13:48:00
2961,18592,21,Delivered,18:21:00
2962,19714,30,Delivered,17:52:00
2963,16523,10,Delivered,22:25:00
2964,13112,26,Delivered,08:30:00
2965,19471,27,Delivered,20:03:00
2966,10738,8,Delivered,05:51:00
2967,13134,8,In Transit,19:05:00
2968,18048,8,Delivered,15:21:00
2969,16552,34,Delivered,22:57:00
2970,15408,16,Delivered,05:40:00
2971,15564,13,Delivered,16:19:00
2972,15329,23,Delivered,07:00:00
2973,16719,12,Failed,18:17:00
2974,15119,27,In Transit,23:33:00
2975,14620,22,Delivered,16:18:00
2976,13690,32,Delivered,03:33:00
2977,17717,27,Delivered,22:02:00
2978,11840,2,Delivered,21:59:00
2979,11996,33,Delivered,13:57:00
2980,12400,26,Delivered,04:04:00
2981,16511,28,Delivered,07:57:00
2982,19357,19,Delivered,05:22:00
2983,14120,5,Delivered,02:40:00
2984,15895,33,Delivered,10:08:00
2985,10801,20,Delivered,07:03:00
2986,18424,30,Delivered,15:09:00
2987,17681,8,Delivered,03:21:00
2988,11406,17,In Transit,08:20:00
2989,15432,1,In Transit,14:38:00
2990,10070,3,Delivered,17:24:00
2991,19544,26,Delivered,09:02:00
2992,12760,31,Delivered,06:23:00
2993,18295,8,Delivered,19:17:00
2994,11587,8,Delivered,15:25:00
2995,16667,28,Delivered,06:50:00
2996,18015,4,Delivered,09:01:00
2997,11075,16,Delivered,15:58:00
2998,13064,13,Failed,21:57:00
2999,16488,20,Delivered,15:11:00
3000,14706,5,Delivered,15:03:00
3001,19070,20,Delivered,14:36:00
3002,12604,24,Delivered,15:16:00
3003,17739,34,Delivered,10:49:00
3004,11580,34,Delivered,12:57:00
3005,15059,19,Delivered,20:06:00
3006,15754,17,Failed,20:28:00
3007,13549,5,Delivered,15:17:00
3008,10410,25,In Transit,23:04:00
3009,14098,18,Delivered,10:51:00
3010,16462,8,Delivered,03:49:00
3011,15602,27,Delivered,22:07:00
3012,15232,15,Delivered,03:08:00
3013,13778,13,Delivered,17:18:00
3014,12727,16,Delivered,21:46:00
3015,10478,22,Delivered,07:50:00
3016,11330,20,Delivered,06:45:00
3017,14036,13,Delivered,06:28:00
3018,19643,20,Delivered,22:52:00
3019,11778,2,Delivered,13:55:00
3020,16097,19,Delivered,12:01:00
3021,10752,6,Delivered,18:25:00
3022,15793,14,Delivered,14:30:00
3023,14061,4,Delivered,12:46:00
3024,19042,22,Delivered,00:55:00
3025,16031,34,In Transit,02:48:00
3026,15899,27,Delivered,22:18:00
3027,19339,7,Delivered,18:48:00
3028,19161,3,Delivered,05:05:00
3029,19997,33,Delivered,14:20:00
3030,15152,2,Delivered,13:31:00
3031,10469,16,Delivered,03:43:00
3032,11546,25,Delivered,08:25:00
3033,16312,15,Delivered,12:17:00
3034,12684,24,In Transit,01:11:00
3035,18967,15,Delivered,22:44:00
3036,16182,31,Delivered,20:11:00
3037,11026,14,Delivered,04:20:00
3038,15113,14,Delivered,20:54:00
3039,18563,6,Delivered,11:02:00
3040,15369,14,Delivered,02:49:00
3041,12355,17,Delivered,18:35:00
3042,17279,18,Delivered,17:50:00
3043,13603,20,In Transit,13:18:00
3044,10774,17,Delivered,10:52:00
3045,16774,16,Delivered,02:44:00
3046,18810,32,Delivered,21:01:00
3047,13383,9,Failed,02:06:00
3048,10642,27,Delivered,22:57:00
3049,14234,33,In Transit,11:04:00
